,BPA,PNW,CAISO
0,1.014709953602419,1.3246866235018524,519.3007732599998
1,4.058839814409672,5.298746494007404,544.4282300306451
2,3.8743470955728756,5.05789438064344,485.7974975658063
3,1.7526808289496305,2.288095076957742,510.16351625249257
4,5.258042486848901,6.864285230873239,589.3530769842228
5,16.401402634213365,21.411752786179328,544.4282300306451
6,31.917240358766986,41.66741561196734,511.68639242041047
7,35.93918148865247,46.917991499546304,450.00990761973594
8,41.60310809769918,54.312151563575945,408.8922510859529
9,67.24759601601491,87.79059532116828,274.87914830917885
10,137.75456292895723,179.83624403258122,312.95105250712606
11,241.5932153167943,315.3958424501231,274.87914830917885
12,452.71438230066383,591.0109429512582,410.4151272538709
13,710.4917073336788,927.5348659708601,529.1994683514663
14,911.3070546280101,1189.6958937702482,466.7615454668327
15,1492.8689576477054,1948.9150883129314,996.722451902258
16,1666.8802965010043,2176.083937990867,1375.157179629853
17,1937.4687316323532,2529.3325478229153,1269.3172859595597
18,2049.360491478936,2675.405341356314,1001.2910804060114
19,1922.875362076582,2510.2811515360077,1146.7257544421698
20,1876.9827982659303,2450.3691883367237,1317.2878852489735
21,1882.5593113993943,2457.6492315918986,1605.8729190694132
22,1834.964581550841,2395.5151195180692,1897.5037052256887
23,2406.784381685249,3142.0161640799597,1996.4906561403516
24,3294.521411533012,4300.94179051307,518.8696295450688
25,3064.9750399384734,4001.2728980920015,636.6915541579231
26,2953.1245041835195,3855.2539219105997,501.4984483521481
27,3159.779779017349,4125.038876001761,477.3298484315627
28,3493.207456380947,4560.323050105675,450.1401735209041
29,3724.088078847026,4861.733784395595,407.08985491236115
30,3710.772759944455,4844.350861546286,425.9715736003186
31,3458.0357604565243,4514.406997985018,623.0967167025937
32,2733.8255896779356,3568.9629108067043,737.1422975778563
33,2787.8055671619068,3639.4328553027503,753.7582100232588
34,3242.966512732808,4233.637745081995,1135.9241962675162
35,3310.859231575328,4322.270537304606,1627.604150901927
36,3306.1847997298837,4316.168145861467,1726.5443568268233
37,3212.9019145830835,4194.388922432224,1749.9576879998904
38,2911.2180002068953,3800.545692176104,1521.8665262493653
39,2187.634103666106,2855.9191953865616,1691.8019944409816
40,1714.9355847924874,2238.8193012956754,1465.2213701854932
41,1544.7227362995063,2016.6093163178934,1268.096227083218
42,1270.9916336252722,1659.2580073436975,1325.4966518946085
43,1183.2017886939998,1544.6498546919058,1586.0643697884204
44,1462.7613390872214,1909.6101032470253,1876.8428375829642
45,1951.5616784053632,2547.730650659743,1963.6987435475683
46,2089.9974802118013,2728.45624048538,2174.4187241051723
47,2123.8560987497303,2772.658092362572,1851.9189689148604
48,4002.2903368037,5224.922110709791,825.1858236355265
49,3720.7201221059263,4857.336974028624,741.3070448593877
50,3753.9371107464203,4900.701188963995,617.3780383793271
51,3696.2635386169554,4825.409319343284,819.8961709199142
52,3566.6528986779413,4656.204828561281,986.8980637985325
53,3489.395125510687,4555.346116854683,717.1257753023028
54,3712.9071878685263,4847.137320977188,689.1661823769233
55,3567.461808879414,4657.260847101063,874.3040274233555
56,3018.8390223431297,3941.0431101085246,649.87161934666
57,2285.7111489348877,2983.95711349202,559.1918585075912
58,1789.0164331922806,2335.530591634831,686.8991883559464
59,1451.8407945025967,1895.3535176274108,754.1533443115892
60,1219.5904234497345,1592.154599803831,924.9335605585023
61,1079.4902195578325,1409.2561613026533,955.1601475048585
62,787.1967483928394,1027.671995290913,974.0517643463313
63,478.56772399544406,624.7620417695092,981.6084110829204
64,181.18210464702386,236.5301627245742,939.2911893580214
65,28.00471400316283,36.55967885530396,1153.899956677151
66,93.98694662376539,122.69836373859711,1418.3825924577684
67,127.51899602910784,166.47388515549326,1363.9747359543276
68,158.27008676846938,206.6189122303778,1198.4841724230268
69,179.98970063516282,234.97349952371124,955.1601475048585
70,167.29896549231324,218.40596017273268,711.0804579130315
