,BPA_Load_sim,SDGE_Load_sim,SCE_Load_sim,PGEV_Load_sim,PGEB_Load_sim,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,8309.163757771428,3103.9428906558046,13454.696585512896,8080.251993441297,6141.221052589615,1865.7462228376419,-358.2723675655244,406.57638447781073,597.0378401500013,1688.497416139078,4931.153099467093,1750.0208438949778,-260.34871603411204,-40.94969901385376,69.35887247976919
1,7669.591977183632,2916.0945055774023,12987.21470937222,8223.521322093948,6231.088172581436,1512.7547697141026,18.91236988385333,503.81677860498803,1006.360709259825,2233.004292043923,5142.153513813006,1397.0293907714386,-412.0999308643766,-25.881560804827735,32.535236535032105
2,7899.911200854467,2926.612187334596,12795.923077266967,7243.325069599118,5964.184552128344,1488.8822592059753,-652.2909917260647,399.7580939536721,561.3934443256325,2365.4156028602224,5255.173418424026,1373.1568802633112,-360.4750584855386,-36.40173396138782,38.73472516462149
3,8502.328995998407,2974.113217326244,13415.010094938809,7173.716050031157,5767.309693360249,1208.6725359515071,-158.83833083091906,430.0524691376652,-381.5805822282257,1727.6216256064006,6254.1136583866655,1092.947157008843,-347.0175613144427,-35.84307084259821,60.51360150550918
4,8473.478713792158,2653.882906886523,11126.380823122347,6331.588577800316,5521.099045973552,683.5280560900856,-283.1335329628891,505.9592878092742,845.9844004676814,2509.8245568033844,5904.395412639361,567.8026771474215,-390.57323551141974,-43.196880146016234,100.27484649595826
5,7955.115520371405,2523.332177625815,10933.476631399148,6525.252971381459,5518.138387761202,1249.4891596795485,639.7342094994152,630.484068292259,516.1491175371182,1631.5319522198054,5748.075643446271,1133.7637807368844,-379.9576723992377,-29.103925257892293,154.9913714043702
6,8396.491626115014,2489.639242251811,11376.430743245744,7510.694004793702,5676.104583555078,1125.9759305064406,444.66264642646354,285.3472639279613,279.8268117376966,1152.189286115686,5492.27756533955,1010.2505515637765,-363.6667771229413,-16.70890742489005,58.156853676476494
7,8778.963539546186,2587.1330679619778,11676.167810121353,7517.891355065386,5852.736044637115,1296.2063108099471,285.8264543511559,215.9164384150722,-92.18593730055056,2251.356748878938,5663.391113962978,1180.480931867283,-343.34994557577477,-29.114104397653676,38.09233857677159
8,8888.18933593733,2948.391743260784,13586.083714665294,7390.1463339169395,5849.539571443104,1571.1190342787638,326.0785281652736,144.09276133255622,59.590292295749805,1712.2681878197163,5372.74452460353,1455.3936553360998,-348.798142203119,-39.30231876903022,103.07807918566692
9,8730.133478924337,2997.380267959537,13987.470951781936,7464.437521198314,6090.421774355865,1244.908328494293,341.5549832506226,215.0161172680671,753.1684180658726,2287.511557815021,5016.925887148827,1129.182949551629,-379.94548240388485,-30.398213842066145,-21.835970014001504
10,9466.41918584686,2924.4109359689264,13152.667421978034,7591.4434757006,6348.39374279051,1501.3806256863804,118.11761628396482,270.55734107907176,662.5119531631046,2171.9849928503154,4559.939047337767,1385.6552467437164,-367.4622241461716,-28.785021177094634,-0.6232549431645289
11,7782.998466512673,2887.8106239761137,12742.881909412441,7282.553757675076,5667.639124646837,1496.6002186026094,237.15528349156523,454.0688919915584,935.4532156231572,2456.4992824600467,4329.244527451511,1380.8748396599453,-381.52483495836157,-31.428341533746853,33.81638936725052
12,7712.656601746186,2647.2451347176943,12353.785865704373,6830.029599166577,4932.1320205392685,1701.6101790618327,-621.0879092489281,212.9499610030922,888.218412441422,2118.66994657993,4152.703589903282,1585.8848001191686,-189.71946159966114,-18.04496927913035,49.77844687311451
13,8503.88765974937,2978.625258228406,14657.620515123597,8054.30034506288,5831.571807329559,1465.9646556114567,-918.4443392370595,869.4410593160374,1219.949803319255,2750.1683089648295,4209.378651265849,1350.2392766687926,-195.8571692243724,-1.9069891593013857,71.4106764691534
14,8590.408820226141,3037.7683146626773,14379.40604254186,7727.693697365237,5983.026594082137,1560.1016128263188,-624.1434863906355,625.1128731871723,331.8159234596644,2559.255786760665,4264.765292405825,1444.3762338836548,-214.244914426073,-27.172750731321578,2.2173897135534304
15,8716.310381527768,3043.40632255063,14147.723093874298,7103.924833169285,5968.167861240882,1249.6798359379743,-1194.3790327038655,469.8457749731374,396.695988675463,1746.0740347494216,4471.504812932193,1133.9544569953102,-217.42702327612164,-37.715934270744555,117.95668847945976
16,7837.657030766526,3013.0146764027177,14484.046937187508,6914.048474020742,6236.817288394991,827.1752494936412,-1140.626818205235,749.6112904216134,1227.676856388372,2847.6092589890495,4197.840704077757,711.4498705509772,-211.5112842718067,-44.6256877684276,67.35436656850959
17,7131.957796020668,3202.1924618810435,14899.284239884108,7091.684066468487,6124.018904601899,629.6286788980183,-1461.2424784246696,327.6647367994444,1384.2190516250903,3244.7478237361906,5708.297245548747,513.9032999553542,-203.5256072948306,-17.501380930941288,65.1765744774354
18,5902.434988323118,2811.6829481878403,12242.407976202701,5863.144998627654,4984.323056834553,324.37764897331243,-391.4657190985524,906.6745743537969,1477.1911986141363,3772.0174515107838,6761.045923913767,208.65227003064837,-225.5790243411967,-10.729001975863719,145.20068024555172
19,6467.467494893614,2564.9198643431305,11313.05550085896,6088.31504321035,4977.786721383282,1078.4277526660928,437.6204943367852,835.6189744625391,1150.5850963579874,2852.0989208322185,6927.836046536643,962.7023737234288,-229.13857717169805,-5.715110777756564,312.58742533083915
20,7883.798774184403,3002.9559065289245,13761.022339946621,7401.4689689274255,6107.29099280257,1597.1820627542158,1594.7105084051282,357.66363804419973,820.1771397221207,1964.692205249005,5152.8819499833835,1481.4566838115518,-217.87040754487836,-22.453422944677037,210.66021677534619
21,8295.210181284212,2872.8086747770362,12984.819517837303,7150.960588316221,5737.692410480031,1348.4963389119152,-1046.252022816926,331.63149441070294,695.0173059527764,2089.053825795152,5164.064849938575,1232.7709599692512,-331.79845304527737,-61.7007600823347,-11.966333813730614
22,8103.142996483857,2886.9631008319247,12736.410859860765,7019.281517516612,5912.772666835217,900.945825580875,-930.1879091366063,20.559536599275106,1378.3526078676987,1577.6244539689937,4668.203107253415,785.2204466382109,-201.46595857541033,-30.011946827907973,112.5849745923982
23,7237.201615872301,2910.567291875472,12976.905416457581,7084.367187048161,5799.903632734407,1023.5138271148487,-28.592926412750273,342.90921703455746,1662.574883027868,1923.4233910463163,3902.470762378862,907.7884481721846,-225.72876544290222,-26.879142643348985,160.95907339420438
24,6938.033994958921,2651.138770042293,11851.828274661384,6663.928206958122,5193.091865572122,959.8307974413565,-172.5138590431102,-64.15813630127964,1221.3578391909678,2711.472324314187,4360.765934417276,844.1054184986924,-196.34721437947712,-15.081925091725765,111.81865282581037
25,6817.756985198525,2639.1343576763866,11729.286135649354,6631.12237291874,5096.355083568106,775.2169378520855,499.0654009843745,80.50879676932863,1708.7414210212805,2654.088259840239,4571.334356023384,659.4915589094214,-236.44936643031883,-31.156919098524533,99.28863989490071
26,6606.682286441759,2746.401798618616,12245.704164066936,7047.76432718902,5598.402056016167,807.595629969577,1025.0854893644132,381.75892779176,1660.1280233466796,3195.3976864048504,4804.630545448206,691.8702510269129,-155.08076332148215,-22.754651981498,121.18661818624838
27,7043.623294342852,3119.183079341602,14202.747387835085,7141.751419122683,5898.867001339729,895.1282266865603,383.10509526017324,458.6900372475129,2015.7262673632736,3280.1119430411045,4161.4422856292795,779.4028477438962,-235.90071195143764,-16.290766813697687,105.10582614467728
28,7347.213140866052,3082.440813275947,14242.438249841176,7303.319883145432,6086.591403784768,591.1182650704386,1260.842901558443,353.8717315237998,996.7285280238162,2241.0353428599024,5364.185190178466,475.39288612777455,-360.09908194461764,-21.125079659438754,68.8229506426838
29,8238.898653144717,3080.089532676747,14005.964929311545,7426.449399128961,5864.340347614295,557.1955063357312,480.10206676093037,481.54324813398705,-89.79342936134174,1567.2594335501637,5917.741833767217,441.4701273930672,-280.870222872977,-40.49590639728652,64.66314514588188
30,8629.730287834249,3000.769923381751,13216.215070132683,7832.312116904959,5912.059380303824,561.466728481796,717.9197953170384,347.7353992947323,148.90903399584113,2130.2269028399796,6442.474276325457,445.741349539132,-299.27533018794895,-38.85728935247602,-65.890587756457
31,8603.294927713812,3049.1112548820606,13253.748968183612,7293.618789120153,5616.609712603376,1460.6766879125917,-93.99774804930996,721.7652231127364,297.648553436394,1937.1181645338004,5797.157714296474,1344.9513089699276,-271.9743501534206,24.368278269896678,-23.936131792732148
32,8238.993338686701,2794.1198268768812,12383.532700786596,7374.338974621339,5282.482948431849,1688.6125425220882,196.4976184530941,706.8995754847434,-133.79510079466388,2340.2845261514976,5436.801913381529,1572.8871635794242,-248.4838310722561,43.039316908311044,-0.9394187973015065
33,8049.417671987489,2872.338773311396,11911.234187583583,7132.70667631559,4954.151402159305,1398.7841234419504,-651.111891306328,561.1236367916704,229.01242558018,1949.9129157836383,5107.517671354687,1283.0587444992864,-284.00728671771856,31.24621378214534,103.17448671862914
34,7830.827816074406,2856.14228585878,12638.84787670861,7292.770646460153,5514.624161742522,1435.2458960577642,-581.1622968207607,853.5409688690653,542.6790773329914,1996.986206995417,5737.424094838632,1319.5205171151001,-249.73527754396181,35.91973556396082,96.74340336667521
35,7165.078043593095,2813.573035184464,13043.055868065032,7489.1717794395145,5842.0657947006,1344.576557751287,273.43274400846906,521.0790260833471,1235.769671877014,2483.3712141919837,5535.486690970732,1228.851178808623,-187.88552649755437,32.91325696606769,44.25280695448932
36,6352.253014176553,3074.484972437134,13413.907062999242,7519.966889646842,6199.223053406913,1521.6209301535612,-9.044980847533509,555.0157931311779,1422.6911128328293,3098.7772312199845,5658.942640833501,1405.895551210897,-260.0696624953205,15.619897781579034,126.39586428657336
37,6657.745904415454,2678.100917180513,12266.391221456712,7140.8116328027945,6111.8681716768515,1388.6948280869692,-342.0573154820464,150.1951333316814,1424.673196101775,2596.1211459313067,5987.4736096506085,1272.9694491443051,-301.0324483853842,42.6991240887347,186.14802007274662
