,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS5A,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP5A,LOP5E
0,29.68028579198563,14.346768873458295,99.34508141799164,9.957457033419134,5.927533382443232,31.531974345076126,10.995144639906638,69.92380145312765,116.16150221896899,-60.404038484046744,496.9087810351512,974.7590771243563,2551.674212151745,729.3263559790249,658.706271807005,6046.5762503163005,619.5362671288867,2036.100036950308,4394.547363340718,1151.614300430694,1634.1129280633895,3487.2557390741804,-0.0
1,51.843415088991726,14.103603299331883,109.9451769539064,19.625593281363617,4.451131726150344,34.72477237530754,8.665664843316247,64.09681799870036,115.90358048215195,-62.180627851224585,511.20040526846304,1068.7117592568243,2744.4095673791476,661.7593366240199,865.2138650583972,6051.63614676008,662.5289974100729,2043.589140534493,4305.634868258061,1301.348506512063,1374.9088084395414,3434.2504379853895,-0.0
2,36.08789889287224,13.941492916580941,89.73104128076665,19.64970334681984,2.696991144416218,28.017421474588833,8.355067537104194,119.45316081575976,110.00362075246242,-22.080467849210365,449.63648549419656,1006.076637835179,2649.8155280037354,618.0395005707813,810.1451735246927,4956.674556326233,541.2674504631377,1770.236859711739,3457.182654543764,1143.0928415480143,1172.0534104730516,2976.9256309169837,-0.0
3,50.20683858270466,11.807039543693547,81.34957039190382,18.588860466746134,-0.453152983614649,25.047376795303798,8.541425920831427,67.01030972591401,100.58947735864092,83.49970025735874,385.87385429942054,905.5994638879563,2232.419329259729,1078.0914117673597,622.699819650352,4883.81204753581,518.1175187732682,1474.41726813643,3587.713764345963,964.1422050117436,1120.2125865482822,2646.5670101775418,-0.0
4,36.920056438441925,10.402082893185392,70.25644715664421,17.190476670285328,-0.7820543426897976,26.482898390291563,4.410481748211137,99.05871872526419,95.78568501042378,81.46931240915548,344.0983373097397,857.3182244587712,2900.4897323485775,524.6380326388626,542.2148089472453,5673.155892765386,486.1485654872581,751.7187722625736,4765.331385387546,1014.0536070388667,995.1184244689468,2587.3983019854027,-0.0
5,40.8589354874718,11.18561640981494,74.69369645074805,16.539504902967376,-1.72490490537189,25.740387220470303,6.895260197907551,69.92380145312765,94.1091937211131,120.55427848706807,313.31637742260637,797.2928997630278,891.5488211132604,467.0073396595936,470.20190463393925,5525.4069166070285,364.88701854032297,2757.8623948761415,3501.638902085093,863.1020496885433,855.3735947586983,2213.895831522527,-0.0
6,19.05640779354591,9.699604567931313,67.05176711090255,14.875910386488151,-4.502294159784255,18.41427701156722,5.373333397468499,72.8372931803413,86.21034053109163,194.15583798443598,280.33570611496367,737.2675750672843,1839.854065851768,400.43395294216214,389.71689393083255,5403.969401956325,373.70604013646374,531.726354477138,4685.877666377512,864.3194009574975,856.5005691918454,2206.499742998509,-0.0
7,17.170184023587947,8.105519137547057,54.70142324231352,13.405196393658688,-4.034523337988488,14.973975258062053,2.4226589884540046,72.25459483489858,81.98687209071278,174.35955646445427,247.35503480732086,698.1206241787559,1623.4702007805126,355.72048425134994,354.76945507290463,5211.693337092711,331.8156875547952,1041.9215361497438,4152.402695881566,734.0628151793957,849.7387225929625,2009.27071569138,-0.0
8,26.82321155219636,8.456758300174098,42.523639068495186,10.753089193474418,-5.74481040517926,9.330890367420485,3.385510637711365,49.82070853535346,83.5988829458192,239.83956456900916,236.36147770477325,694.205929089903,1347.9650610996243,339.82236205017233,327.2351093060523,3638.065543077339,270.0825363818101,959.5413967237084,2780.880165351208,799.7997837029237,1138.2441774786369,2401.2634074642997,-0.0
9,30.262796073884413,8.240611123172844,46.07343850377826,12.464903840866082,-6.775367996948059,22.374336583947265,4.658959593180778,39.04078914466294,76.15139279522751,277.4017397607693,223.16920918171613,652.4491814754728,1295.9383394431477,348.76505578833473,304.9958300328255,3167.495173805861,329.61093215576005,836.9073255326783,2419.5549193770034,724.3240050277619,1408.7180414339564,2586.1656205647337,-0.0
